crid,category,allegation_name,allegation_category_id,officer_race,subject_race,cr_text
1050766,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Reporting
Party Third Party's son
as a ""hate crime.” The Reporting Party
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the offense. Incident recorded
under
The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Reporting
Party Third Party's son
as a ""hate crime.” The Reporting Party
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the offense. Incident recorded
under —
The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Reporting
Party Third Party's son
as a ""hate crime.” The Reporting Party
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the offensa Incident recorded
under
Initial / Intake Allegation 8: The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Reporting
Party Third Party's son
as a ""hate crime.” The keporming rarty
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the offense. Incident recorded
under
The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Reporting
Party Third Party's son
as a ""hate crime.” The Reporting Party
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the offense. Incident recorded
unde
The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Renorting
Party Third Party's son
as a ""hate crime.” The Reporting Farty
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the nffenca |{|c|deni recorded
under
Allegation 2:   
  
 
The complainant, ===~ #h=t an 18 Necember
2011, at approximately 1600 .. e
accused officer failed to arrest the known offender that committed an
offense und) =eaiatmm
The complainai. - 42 Nacember
2011, atapproximatery ruw. -
accused officer failed to classify an offense recoiuew - s
m—
a hate crime
The complainant, MR- <o<s that on 18 December
2011, at approximately 1600 hours, at Wms
accused officer failed g arrest the kno d an
]
offense under iy
The complainant, “° Narember
2011, at approximately 1uus ... -
accused officer failed to classify an offENe8 TECoraLy wr - s
a hate crime
The complainant, alleges that on 18 Decerber
2011, at approximately 1600 hours, at
accused officer failed to classify an offense recorded under s
a hate crime
The complainant, 77 --mber
2011, atapproximaiery 1o smw.v, - the
accused officer failed to make pronar N REIONS TEgarANg ahate crime
committed and recorded under 2s a hate crime.
Allegation 3:      
The complainant alleges that on 18 December
2011, at approxi >
accused officer failed ta arrest the known offender that committed an
offense under
Finding 1: (None Entered)
"
1050766,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Reporting
Party Third Party's son
as a ""hate crime.” The Reporting Party
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the offense. Incident recorded
under
The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Reporting
Party Third Party's son
as a ""hate crime.” The Reporting Party
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the offense. Incident recorded
under —
The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Reporting
Party Third Party's son
as a ""hate crime.” The Reporting Party
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the offensa Incident recorded
under
Initial / Intake Allegation 8: The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Reporting
Party Third Party's son
as a ""hate crime.” The keporming rarty
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the offense. Incident recorded
under
The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Reporting
Party Third Party's son
as a ""hate crime.” The Reporting Party
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the offense. Incident recorded
unde
The Reporting Party Third Party alleged that
the accused failed to provide proper police
service in that the accused failed to list a
crime committed against the Renorting
Party Third Party's son
as a ""hate crime.” The Reporting Farty
Third Party further alleged that the accused
failed to arrest the known offenders that
committed the nffenca |{|c|deni recorded
under
Allegation 2:   
  
 
The complainant, ===~ #h=t an 18 Necember
2011, at approximately 1600 .. e
accused officer failed to arrest the known offender that committed an
offense und) =eaiatmm
The complainai. - 42 Nacember
2011, atapproximatery ruw. -
accused officer failed to classify an offense recoiuew - s
m—
a hate crime
The complainant, MR- <o<s that on 18 December
2011, at approximately 1600 hours, at Wms
accused officer failed g arrest the kno d an
]
offense under iy
The complainant, “° Narember
2011, at approximately 1uus ... -
accused officer failed to classify an offENe8 TECoraLy wr - s
a hate crime
The complainant, alleges that on 18 Decerber
2011, at approximately 1600 hours, at
accused officer failed to classify an offense recorded under s
a hate crime
The complainant, 77 --mber
2011, atapproximaiery 1o smw.v, - the
accused officer failed to make pronar N REIONS TEgarANg ahate crime
committed and recorded under 2s a hate crime.
Allegation 3:      
The complainant alleges that on 18 December
2011, at approxi >
accused officer failed ta arrest the known offender that committed an
offense under
Finding 1: (None Entered)
"
1050789,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The reporting party alleges that the accused
responded to her ""911"" call, at which time
they failed to filed a police report and arrest
the known offender who had threatened her
with bodily harm.
Initial / Intake Allegation 1:  The reporting party alleges that the accused
responded to her ""911"" call, at which time
they failed to filed a police report and arrest
the known offender who had threatened her
with bodily harm.
Finding 1: (None Entered)
"
1050789,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The reporting party alleges that the accused
responded to her ""911"" call, at which time
they failed to filed a police report and arrest
the known offender who had threatened her
with bodily harm.
Initial / Intake Allegation 1:  The reporting party alleges that the accused
responded to her ""911"" call, at which time
they failed to filed a police report and arrest
the known offender who had threatened her
with bodily harm.
Finding 1: (None Entered)
"
1050804,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Asian/Pacific Islander,"Initial / Intake Allegation 1: The complainant states that she called
al eges'l
erming her nephew "",
behavior. The complainant
at the accused officer that
responded to her call did not provide any
assistance.
Initial / Intake Allegation 1: The complainant states that she ealled
""911"" concerming her nephew
)ehavior. The complainant
alleges that the accused officer that
responded to her call did not provide any
assistance.
Finding 1: (None Entered)
"
1050868,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The complainant alleges that the accused
failed to take his complaint regarding the
responding officers’ failure to arrest the
complainant's daughter, after she assaulted
her mother.
The complainant alleges that the accused
failed to arrest his daughter,
(13 YOA), who had run away trom home,
when she returned and assaulted her
mother, hen ran
away again upon her release
Initial / Intake Allegation 1: The complainant alleges that the accused
failed to take his complaint regarding the
responding officers’ failure to arrest the
complainant's daughter, after she assaulted
her mother.
The complainant alleges that the accused
failed to arrest his daughter,
(13 YOA), who had run away from home,
when she retumed and assaulted her
mother, then ran
away again upon her release.
Finding 1: (None Entered)
"
1050868,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: The complainant alleges that the accused
failed to take his complaint regarding the
responding officers’ failure to arrest the
complainant's daughter, after she assaulted
her mother.
The complainant alleges that the accused
failed to arrest his daughter,
(13 YOA), who had run away trom home,
when she returned and assaulted her
mother, hen ran
away again upon her release
Initial / Intake Allegation 1: The complainant alleges that the accused
failed to take his complaint regarding the
responding officers’ failure to arrest the
complainant's daughter, after she assaulted
her mother.
The complainant alleges that the accused
failed to arrest his daughter,
(13 YOA), who had run away from home,
when she retumed and assaulted her
mother, then ran
away again upon her release.
Finding 1: (None Entered)
"
1050868,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Black,"Initial / Intake Allegation 1: The complainant alleges that the accused
failed to take his complaint regarding the
responding officers’ failure to arrest the
complainant's daughter, after she assaulted
her mother.
The complainant alleges that the accused
failed to arrest his daughter,
(13 YOA), who had run away trom home,
when she returned and assaulted her
mother, hen ran
away again upon her release
Initial / Intake Allegation 1: The complainant alleges that the accused
failed to take his complaint regarding the
responding officers’ failure to arrest the
complainant's daughter, after she assaulted
her mother.
The complainant alleges that the accused
failed to arrest his daughter,
(13 YOA), who had run away from home,
when she retumed and assaulted her
mother, then ran
away again upon her release.
Finding 1: (None Entered)
"
1050875,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The complainant alleges that the accused
failed to arrest a female offender who threw
a bottle at her and refused to leave the
premises,
The complainant alleges that the accused
failed to arrest a female offender who threw
a bottle at her and refused to leave the
premises,
Initial / Intake Allegation 1: The complainant alleges that the accused
failed to arrest a female offender who threw
a bottle at her and refused to leave the
premises,
The complainant alleges that the accused
failed to arrest a female offender who threw
a bottle at her and refused to leave the
premises.
Finding 1: (None Entered)
"
1050875,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The complainant alleges that the accused
failed to arrest a female offender who threw
a bottle at her and refused to leave the
premises,
The complainant alleges that the accused
failed to arrest a female offender who threw
a bottle at her and refused to leave the
premises,
Initial / Intake Allegation 1: The complainant alleges that the accused
failed to arrest a female offender who threw
a bottle at her and refused to leave the
premises,
The complainant alleges that the accused
failed to arrest a female offender who threw
a bottle at her and refused to leave the
premises.
Finding 1: (None Entered)
"
1050877,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: The complainant alleged that several
unidentified officers who responded to the
initial location of incident were rude and
unprofessional in that they refused to render
her police service after she informed the
officers that she had been assaulted. The
complainant further alleged that an
unidentified sergeant ordered the officers to
transport the complainant to Northwestern
Memorial Hospital for psychiatric evaluation
Initial / Intake Allegation 1: The complainant alleged that several
unidentified officers who responded to the
initial location of incident were rude and
unprofessional in that they refused to render
her police service after she informed the
officers that she had been assaulted. The
complainant further alleged that an
unidentified sergeant ordered the officers to
transport the complainant to Northwestern
Memorial Hospital for psychiatric evaluation.
Finding 1: (None Entered)
"
1050877,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: The complainant alleged that several
unidentified officers who responded to the
initial location of incident were rude and
unprofessional in that they refused to render
her police service after she informed the
officers that she had been assaulted. The
complainant further alleged that an
unidentified sergeant ordered the officers to
transport the complainant to Northwestern
Memorial Hospital for psychiatric evaluation
Initial / Intake Allegation 1: The complainant alleged that several
unidentified officers who responded to the
initial location of incident were rude and
unprofessional in that they refused to render
her police service after she informed the
officers that she had been assaulted. The
complainant further alleged that an
unidentified sergeant ordered the officers to
transport the complainant to Northwestern
Memorial Hospital for psychiatric evaluation.
Finding 1: (None Entered)
"
1050883,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Asian/Pacific Islander,"Initial / Intake Allegation 1: The reporting party alleged that the accused
officer was ""rude, patronizing and
condescending”, frequently interrupting and
cutting off the reporting party (who called 3-
1-1 1o report her car had been broken into)
and seemed more intent on ordering lunch
with her coworkers than attending to the
reporting party's need for assistance. The
accused also refused to allow the reporting
party to speak with a supervisor and hung
up on the reporting party.
Finding 1: (None Entered)
"
1050901,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The reporting party alleges that the
officer(s) who recovered his vehicle failed to
secure his vehicle and left his vehicle at the
scene during which time, the vehicle was
stolen again from the above location
Initial / Intake Allegation 1: The reporting party alleges that the
officer(s) who recovered his vehicle failed to
secure his vehicle and left his vehicle at the
scene during which time, the vehicle was
stolen again from the above location.
Finding 1: (None Entered)
"
1050901,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The reporting party alleges that the
officer(s) who recovered his vehicle failed to
secure his vehicle and left his vehicle at the
scene during which time, the vehicle was
stolen again from the above location
Initial / Intake Allegation 1: The reporting party alleges that the
officer(s) who recovered his vehicle failed to
secure his vehicle and left his vehicle at the
scene during which time, the vehicle was
stolen again from the above location.
Finding 1: (None Entered)
"
1050908,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,White,"Initial / Intake Allegation 1: The complainant alleged that on 25
December 2011 she visited the 020th
District to have the police enforce an order
of protection that she has against her ex-
husband regarding their
child but ine accused otticers refused to
provide her police service and refused to
allow her to talk to a supervisor.
The complainant alleged that on 24
December 2011 she called for police
service regarding an order of protection that
she wanted enforced against her ex-
husband and when the accused arrived he
was rude and unprofessional to her in that
he screamed at her for no reason and and
failed to provide police service to her.
Initial / Intake Allegation 1: The complainant alleged that on 25
December 2011 she visited the 020th
District to have the police enforce an order
of protection that she has against her ex-
husband regarding their
child but the accused officers refused to
provide her police service and refused to
allow her to talk to a supervisor.
The complainant alleged that on 24
December 2011 she called for police
service regarding an order of protection that
she wanted enforced against her ex-
husband and when the accused arrived he
was rude and unprofessional to her in that
he screamed at her for no reason and and
failed to provide police service to her.
Finding 1: (None Entered)
"
1050908,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,White,"Initial / Intake Allegation 1: The complainant alleged that on 25
December 2011 she visited the 020th
District to have the police enforce an order
of protection that she has against her ex-
husband regarding their
child but ine accused otticers refused to
provide her police service and refused to
allow her to talk to a supervisor.
The complainant alleged that on 24
December 2011 she called for police
service regarding an order of protection that
she wanted enforced against her ex-
husband and when the accused arrived he
was rude and unprofessional to her in that
he screamed at her for no reason and and
failed to provide police service to her.
Initial / Intake Allegation 1: The complainant alleged that on 25
December 2011 she visited the 020th
District to have the police enforce an order
of protection that she has against her ex-
husband regarding their
child but the accused officers refused to
provide her police service and refused to
allow her to talk to a supervisor.
The complainant alleged that on 24
December 2011 she called for police
service regarding an order of protection that
she wanted enforced against her ex-
husband and when the accused arrived he
was rude and unprofessional to her in that
he screamed at her for no reason and and
failed to provide police service to her.
Finding 1: (None Entered)
"
1050920,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The complainant alleges that the officers
that responded to his residence failed to
arrest his live-in-girlfriend who ""pulled” a
knife on him
Initial / Intake Allegation 1:  The complainant alleges that the officers
that responded to his residence failed to
arrest his live-in-girlfriend who ""pulled” a
knife on him
Finding 1: (None Entered)
"
1050920,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Black,"Initial / Intake Allegation 1: The complainant alleges that the officers
that responded to his residence failed to
arrest his live-in-girlfriend who ""pulled” a
knife on him
Initial / Intake Allegation 1:  The complainant alleges that the officers
that responded to his residence failed to
arrest his live-in-girlfriend who ""pulled” a
knife on him
Finding 1: (None Entered)
"
1050920,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Black,"Initial / Intake Allegation 1: The complainant alleges that the officers
that responded to his residence failed to
arrest his live-in-girlfriend who ""pulled” a
knife on him
Initial / Intake Allegation 1:  The complainant alleges that the officers
that responded to his residence failed to
arrest his live-in-girlfriend who ""pulled” a
knife on him
Finding 1: (None Entered)
"
1050920,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Black,"Initial / Intake Allegation 1: The complainant alleges that the officers
that responded to his residence failed to
arrest his live-in-girlfriend who ""pulled” a
knife on him
Initial / Intake Allegation 1:  The complainant alleges that the officers
that responded to his residence failed to
arrest his live-in-girlfriend who ""pulled” a
knife on him
Finding 1: (None Entered)
"
1050928,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The complainant alleges that after her ex-
husband's girlfriend assaulted her, the
accused placed only the complainant inside
the squad car, refused to write a police
report for her and threatened to arrest her if
she continued to talk.
Finding 1: (None Entered)
"
1050928,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: The complainant alleges that after her ex-
husband's girlfriend assaulted her, the
accused placed only the complainant inside
the squad car, refused to write a police
report for her and threatened to arrest her if
she continued to talk.
Finding 1: (None Entered)
"
1050952,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1:  The reporting party alleges that the accused
officers failed to provide her with a case
report upon request after her daughter was
assaulted. It is alleged that the accused
officers failed to call a supervisor upon
request.
Initial / Intake Allegation 1:  The reporting party alleges that the accused
officers failed to provide her with a case
report upon request after her daughter was
assaulted. It is alleged that the accused
officers failed to call a supervisor upon
request
Finding 1: (None Entered)
"
1050952,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1:  The reporting party alleges that the accused
officers failed to provide her with a case
report upon request after her daughter was
assaulted. It is alleged that the accused
officers failed to call a supervisor upon
request.
Initial / Intake Allegation 1:  The reporting party alleges that the accused
officers failed to provide her with a case
report upon request after her daughter was
assaulted. It is alleged that the accused
officers failed to call a supervisor upon
request
Finding 1: (None Entered)
"
1050970,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Hispanic,"Initial / Intake Allegation 1: The reporting party victim alleged that she
was a battery victim and called ""911"", the
accused responded and failed to make out
a case report and arrest the offenders who
were still at the scene.
Finding 1: (None Entered)
"
1050970,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Hispanic,"Initial / Intake Allegation 1: The reporting party victim alleged that she
was a battery victim and called ""911"", the
accused responded and failed to make out
a case report and arrest the offenders who
were still at the scene.
Finding 1: (None Entered)
"
1051025,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: The reporting party alleged that he was a
victim of an Aggravated Battery, in that his
brother-in-law stabbed him with a knife. The
officers refused to file a police report and
failed to arrest the offender (his brother-in-
law). The officers threatened to arrest him, if
he signed a complaint against his brother-
in-law.
Finding 1: (None Entered)
"
1051025,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Asian/Pacific,Black,"Initial / Intake Allegation 1: The reporting party alleged that he was a
victim of an Aggravated Battery, in that his
brother-in-law stabbed him with a knife. The
officers refused to file a police report and
failed to arrest the offender (his brother-in-
law). The officers threatened to arrest him, if
he signed a complaint against his brother-
in-law.
Finding 1: (None Entered)
"
1051025,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: The reporting party alleged that he was a
victim of an Aggravated Battery, in that his
brother-in-law stabbed him with a knife. The
officers refused to file a police report and
failed to arrest the offender (his brother-in-
law). The officers threatened to arrest him, if
he signed a complaint against his brother-
in-law.
Finding 1: (None Entered)
"
1051050,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Black,"Initial / Intake Allegation 1: The reporting party alleged that the accused
officers did not respond to a ""911"" call that
the reporting party placed due to drug sales
activity in the liquor store where he works
as a security guard.
Finding 1: (None Entered)
"
1051050,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The reporting party alleged that the accused
officers did not respond to a ""911"" call that
the reporting party placed due to drug sales
activity in the liquor store where he works
as a security guard.
Finding 1: (None Entered)
"
1051050,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The reporting party alleged that the accused
officers did not respond to a ""911"" call that
the reporting party placed due to drug sales
activity in the liquor store where he works
as a security guard.
Finding 1: (None Entered)
"
1051050,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Black,"Initial / Intake Allegation 1: The reporting party alleged that the accused
officers did not respond to a ""911"" call that
the reporting party placed due to drug sales
activity in the liquor store where he works
as a security guard.
Finding 1: (None Entered)
"
1051044,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The reporting party alleged that she was a
victim of a domestic battery, at which time
the accused refused to file a police report
and failed to arrest the offender (her ex-
boyfriend) who had assaulted her. The
officers refused to seek medical attention
for her injuries she sustained from ex-
boyfriend
Finding 1: (None Entered)
"
1051044,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: The reporting party alleged that she was a
victim of a domestic battery, at which time
the accused refused to file a police report
and failed to arrest the offender (her ex-
boyfriend) who had assaulted her. The
officers refused to seek medical attention
for her injuries she sustained from ex-
boyfriend
Finding 1: (None Entered)
"
1051044,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The reporting party alleged that she was a
victim of a domestic battery, at which time
the accused refused to file a police report
and failed to arrest the offender (her ex-
boyfriend) who had assaulted her. The
officers refused to seek medical attention
for her injuries she sustained from ex-
boyfriend
Finding 1: (None Entered)
"
1051044,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: The reporting party alleged that she was a
victim of a domestic battery, at which time
the accused refused to file a police report
and failed to arrest the offender (her ex-
boyfriend) who had assaulted her. The
officers refused to seek medical attention
for her injuries she sustained from ex-
boyfriend
Finding 1: (None Entered)
"
1051059,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF A THEFT AND
HE CALLED THE POLICE. HE ALLEGES
THAT THE ACCUSED OFFICERS WHO
RESPONDED FAILED TO PROVIDE HIM
WITH ANY POLICE SERVICE.
Finding 1: (None Entered)
"
1051059,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF A THEFT AND
HE CALLED THE POLICE. HE ALLEGES
THAT THE ACCUSED OFFICERS WHO
RESPONDED FAILED TO PROVIDE HIM
WITH ANY POLICE SERVICE.
Finding 1: (None Entered)
"
1051075,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,White,"Initial / Intake Allegation 1:  The complainant alleged that she was
admitted into Northwestern Memorial
Hospital and requested police service to file
a battery report against her ex-husband but
the accused officers refused to complete a
report for her and refused to provide her
with their names and star numbers
Initial / Intake Allegation 1: The complainant alleged that she was
admitted into Northwestern Memorial
Hospital and requested police service to file
a battery report against her ex-husband but
the accused officers refused to complete a
report for her and refused to provide her
with their names and star numbers.
Finding 1: (None Entered)
"
1051075,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,White,"Initial / Intake Allegation 1:  The complainant alleged that she was
admitted into Northwestern Memorial
Hospital and requested police service to file
a battery report against her ex-husband but
the accused officers refused to complete a
report for her and refused to provide her
with their names and star numbers
Initial / Intake Allegation 1: The complainant alleged that she was
admitted into Northwestern Memorial
Hospital and requested police service to file
a battery report against her ex-husband but
the accused officers refused to complete a
report for her and refused to provide her
with their names and star numbers.
Finding 1: (None Entered)
"
1051078,Use Of Force,Excessive Force / On Duty - Injury,98,White,Black,"Initial / Intake Allegation 1: The reporting party alleged that the accused
officer refused to provide her with medical
attention. The reporting party further alleged
that the accused officer has been
“harassing"" her by repeatedly arresting her.
The reporting party alleged that the accused
sergeant repeatedly struck her on the left
side of her face.
Initial / Intake Allegation 1: The reporting party alleged that the accused
officer refused to provide her with medical
attention. The reporting party further alleged
that the accused officer has been
""harassing” her by repeatedly arresting her
 The reporting party alleged that the accused
sergeant repeatedly struck her on the left
side of her face.
Allegation 2: Itis alleged that on 11 November 2011, the Accused officer failed to
provide the Complainant with requested medical care.
Itis alleged that on 11 November 2011, the accused sergeant repeatedly
struck the Complainant on the left side of her face.
Finding 1: NO AFFIDAVIT
"
1051078,Use Of Force,Excessive Force / On Duty - Injury,98,White,Black,"Initial / Intake Allegation 1: The reporting party alleged that the accused
officer refused to provide her with medical
attention. The reporting party further alleged
that the accused officer has been
“harassing"" her by repeatedly arresting her.
The reporting party alleged that the accused
sergeant repeatedly struck her on the left
side of her face.
Initial / Intake Allegation 1: The reporting party alleged that the accused
officer refused to provide her with medical
attention. The reporting party further alleged
that the accused officer has been
""harassing” her by repeatedly arresting her
 The reporting party alleged that the accused
sergeant repeatedly struck her on the left
side of her face.
Allegation 2: Itis alleged that on 11 November 2011, the Accused officer failed to
provide the Complainant with requested medical care.
Itis alleged that on 11 November 2011, the accused sergeant repeatedly
struck the Complainant on the left side of her face.
Finding 1: NO AFFIDAVIT
"
1051118,Use Of Force,Excessive Force / On Duty - Injury,98,Hispanic,White,"Initial / Intake Allegation 1: The Reporting Party victim alleges that he
was at a house party when the police were
called Upon amval, all attendees were told
to leave The Reporting Party victim alleges
that he put his hands up n the air and
approached the accused because he
wanted to retrieve his DJ equipment The
victim alleges he was struck across the
chest with a baton by the accused The
victim alleges as he attempted to leave he
was struck again by the accused in the nght
shoulder area
Initial / Intake Allegation 4: The Reporting Party victim alleges that he
was at a house party when the police were
called. Upon arrival, all attendees were told
to leave. The Reporting Party victim alleges
that he put his hands up in the air and
approached the accused because he
wanted to retrieve his DJ equipment. The
victim alleges he was struck across the
chest with a baton by the accused. The
victim alleges as he attempted to leave he
was struck again by the accused in the right
shoulder area.
Allegation 2: It is alleged that Officer Qunitero struck Alexander Monzon with a baton.
Finding 1: NO AFFIDAVIT
"
1051118,Use Of Force,Excessive Force / On Duty - Injury,98,Hispanic,White,"Initial / Intake Allegation 1: The Reporting Party victim alleges that he
was at a house party when the police were
called Upon amval, all attendees were told
to leave The Reporting Party victim alleges
that he put his hands up n the air and
approached the accused because he
wanted to retrieve his DJ equipment The
victim alleges he was struck across the
chest with a baton by the accused The
victim alleges as he attempted to leave he
was struck again by the accused in the nght
shoulder area
Initial / Intake Allegation 4: The Reporting Party victim alleges that he
was at a house party when the police were
called. Upon arrival, all attendees were told
to leave. The Reporting Party victim alleges
that he put his hands up in the air and
approached the accused because he
wanted to retrieve his DJ equipment. The
victim alleges he was struck across the
chest with a baton by the accused. The
victim alleges as he attempted to leave he
was struck again by the accused in the right
shoulder area.
Allegation 2: It is alleged that Officer Qunitero struck Alexander Monzon with a baton.
Finding 1: NO AFFIDAVIT
"
1051137,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1:  The reporting party alleged that she was a
victim of a battery, at which time she went
inside the 003rd District, the accused
refused to file a police report and failed to
seek medical attention for her.
Finding 1: (None Entered)
"
1051177,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,White,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE MADE A CASE REPORT FOR THEFT
AGAINST HIS EX-GIRLFRIEND. THE
REPORTING PARTY ALLEGES THAT THE
ACCUSED SERGEANT REFUSED TO
ARREST HIS EX-GIRLFRIEND AND
ESCORTED HER AROUND AIRPORT
SECURITY AND MADE SURE THAT SHE
GOT ON HER PLANE.
REFERENCE: RD#t'~~""""
Initial / Intake Allegation 5: THE REPORTING PARTY STATES THAT
HE MADE A CASE REPORT FOR THEFT
AGAINST HIS EX-GIRLFRIEND. THE
REPORTING PARTY ALLEGES THAT THE
ACCUSED SERGEANT REFUSED TO
ARREST HIS EX-GIRLFRIEND AND
ESCORTED HER AROUND AIRPORT
SECURITY AND MADE SURE THAT SHE
GOT ON HER PLANE
REFERENCE RD_
Allegation 2: Chicago Police Officer John J. CATANZARA Jr., star no. 3572, alleges
that on December 11, 2010 at approximately 6:00am while inside Midway
Airport, 5700 . Cicero Ave., Chicago, IL that the accused, Sergeant
Laurence ROBINSON, star no. 1942, refused to arrest CATANZARA's ex-
girtiriend, for theft
Finding 1: (None Entered)
"
